355	355
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
66	67
67	68
68	69
69	70
70	71
71	72
72	73
73	74
74	75
75	76
76	77
77	78
78	79
79	80
80	81
81	82
82	83
83	84
84	85
85	86
86	87
87	88
88	89
89	90
90	91
91	92
92	93
93	94
94	95
95	96
96	97
97	98
98	99
99	100
100	101
101	102
102	103
103	104
104	105
105	106
106	107
107	108
108	109
109	110
110	111
110	112
111	113
112	114
113	115
113	116
114	117
115	118
116	119
117	120
118	121
119	122
120	123
121	124
122	125
123	126
124	127
124	128
125	129
126	130
127	131
128	132
129	133
130	134
131	135
132	136
133	137
133	138
134	139
135	140
136	141
137	142
138	143
139	144
140	145
141	146
142	147
143	148
144	149
145	150
146	151
146	152
147	153
148	154
149	155
150	156
151	157
152	158
153	159
154	160
154	161
155	162
155	163
156	164
157	165
158	166
158	167
159	168
159	169
160	170
161	171
161	172
162	173
163	174
164	175
165	176
166	177
167	178
168	179
169	180
170	181
171	182
172	183
172	184
173	185
173	186
174	187
174	188
174	189
175	190
176	191
177	192
178	193
179	194
180	195
181	196
182	197
183	198
184	199
185	200
186	201
187	202
188	203
189	204
190	205
191	206
191	207
192	208
193	209
194	210
194	211
195	212
195	213
196	214
197	215
198	216
198	217
199	218
199	219
200	220
201	221
202	222
203	223
203	224
204	225
204	226
205	227
206	228
207	229
208	230
209	231
210	232
211	233
211	234
212	235
213	236
214	237
215	238
216	239
217	240
218	241
219	242
220	243
221	244
221	245
221	246
222	247
223	248
224	249
224	250
225	251
225	252
226	253
227	254
228	255
229	256
230	257
230	258
231	259
231	260
231	261
232	262
232	263
232	264
233	265
234	266
234	267
235	268
236	269
237	270
238	271
238	272
238	273
238	274
238	275
239	276
239	277
239	278
240	279
241	280
242	281
243	282
244	283
244	284
244	285
244	286
245	287
245	288
246	289
246	290
247	291
247	292
248	293
248	294
248	295
248	296
248	297
248	298
249	299
249	300
250	301
250	302
251	303
251	304
252	305
253	306
253	307
254	308
254	309
255	310
255	311
255	312
255	313
256	314
256	315
256	316
257	317
257	318
257	319
258	320
259	321
259	322
259	323
259	324
259	325
260	326
261	327
261	328
262	329
263	330
264	331
265	332
266	333
266	334
266	335
266	336
267	337
267	338
268	339
269	340
269	341
269	342
269	343
270	344
271	345
272	346
273	347
274	348
275	349
275	350
276	351
277	352
277	353
277	354
278	355
