355	355
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	76
77	77
78	78
79	79
80	80
81	81
82	82
83	83
84	84
85	85
86	86
87	87
88	88
89	89
89	90
90	91
90	92
91	93
92	94
93	95
94	96
95	97
96	98
97	99
98	100
99	101
100	102
101	103
102	104
103	105
104	106
105	107
106	108
107	109
108	110
109	111
110	112
111	113
112	114
113	115
114	116
115	117
115	118
116	119
117	120
118	121
119	122
120	123
121	124
122	125
123	126
124	127
125	128
126	129
127	130
128	131
129	132
130	133
131	134
132	135
133	136
134	137
135	138
136	139
137	140
138	141
139	142
140	143
141	144
142	145
142	146
143	147
144	148
144	149
145	150
146	151
146	152
147	153
148	154
149	155
149	156
150	157
151	158
152	159
153	160
154	161
155	162
156	163
157	164
158	165
159	166
160	167
160	168
161	169
162	170
163	171
164	172
165	173
166	174
167	175
168	176
169	177
170	178
171	179
172	180
173	181
174	182
175	183
176	184
177	185
177	186
178	187
179	188
180	189
181	190
182	191
183	192
184	193
185	194
186	195
187	196
187	197
188	198
189	199
190	200
191	201
192	202
193	203
194	204
195	205
196	206
197	207
198	208
199	209
199	210
200	211
201	212
201	213
201	214
202	215
203	216
204	217
205	218
206	219
206	220
207	221
208	222
208	223
209	224
210	225
211	226
212	227
212	228
213	229
214	230
215	231
216	232
217	233
218	234
218	235
219	236
220	237
221	238
221	239
222	240
222	241
223	242
224	243
225	244
225	245
225	246
226	247
227	248
228	249
229	250
230	251
231	252
231	253
232	254
233	255
234	256
234	257
235	258
235	259
235	260
236	261
236	262
236	263
237	264
238	265
239	266
239	267
240	268
241	269
242	270
243	271
243	272
244	273
245	274
246	275
247	276
248	277
249	278
250	279
251	280
252	281
253	282
254	283
255	284
256	285
257	286
258	287
259	288
259	289
260	290
261	291
261	292
262	293
263	294
264	295
265	296
266	297
267	298
267	299
268	300
269	301
270	302
270	303
271	304
272	305
273	306
274	307
274	308
275	309
275	310
276	311
276	312
277	313
278	314
279	315
279	316
280	317
281	318
282	319
282	320
283	321
284	322
284	323
285	324
286	325
286	326
286	327
287	328
288	329
288	330
289	331
290	332
291	333
291	334
291	335
292	336
293	337
294	338
294	339
294	340
294	341
294	342
294	343
295	344
295	345
296	346
297	347
298	348
298	349
298	350
298	351
299	352
299	353
299	354
300	355
